Graph Id,Source Function,Node Description,Cardinality,Node Id,Node BCI,head
1,"charAt",11|If,2,11,-9999,B0,"[B1][null]","[B2][null]"
3,"hashCode",17|If,2,17,-9999,B1,"[B2][null]","[x(13|LoopExit)][null]"
10,"equals",30|If,2,30,-9999,B3,"[B4][null]","[x(27|LoopExit)][null]"
9,"unmaskedHashCode",22|If,2,22,-9999,B1,"[B2][null]","[x(18|LoopExit)][null]"
10,"equals",22|If,2,22,-9999,B2,"[x(19|LoopExit)][null]","[B3, B4, B5][null]"
10,"equals",9|If,2,9,-9999,B0,"[B7][null]","[B1, B2, B6, B3, B4, B5][null]"
11,"indexOf",28|If,2,28,-9999,B3,"[B4][null]","[B6][null]"
11,"indexOf",19|If,2,19,-9999,B1,"[B2][null]","[B3, B4, B6][null]"
11,"indexOf",12|If,2,12,-9999,B0,"[B7][null]","[B1, B2, B3, B4, B6, B5][null]"
21,"lastIndexOf",38|If,2,38,-9999,B3,"[B5][null]","[x(35|LoopExit)][null]"
21,"lastIndexOf",28|If,2,28,-9999,B1,"[x(26|LoopExit)][null]","[B3, B5, B4][null]"
20,"replace",37|If,2,37,-9999,B2,"[B4][null]","[x(33|LoopExit)][null]"
20,"replace",26|If,2,26,-9999,B1,"[x(22|LoopExit)][null]","[B2, B4, B3][null]"
20,"replace",84|If,2,84,-9999,B12,"[B13][null]","[B14][null]"
20,"replace",79|If,2,79,-9999,B11,"[B12, B13, B14, B15][null]","[x(76|LoopExit)][null]"
20,"replace",63|If,2,63,-9999,B8,"[B9][null]","[x(60|LoopExit)][null]"
20,"replace",46|If,2,46,-9999,B6,"[B17][null]","[B7, B8, B9, B10, B11, B12, B13, B14, B15, B16][null]"
26,"putUTF8",20|If,2,20,-9999,B0,"[B1][null]","[B2][null]"
26,"putUTF8",73|If,2,73,-9999,B7,"[B8][null]","[B9][null]"
26,"putUTF8",66|If,2,66,-9999,B5,"[B6][null]","[B7, B8, B9][null]"
26,"putUTF8",58|If,2,58,-9999,B4,"[x(54|LoopExit)][null]","[B5, B6, B7, B8, B9][null]"
34,"charsFromByteBufferLength",26|If,2,26,-9999,B3,"[B5][null]","[x(23|LoopExit)][null]"
34,"charsFromByteBufferLength",16|If,2,16,-9999,B1,"[B2][null]","[B3, B5, B4][null]"
40,"charsFromByteBuffer",26|If,2,26,-9999,B3,"[B5][null]","[x(24|LoopExit)][null]"
40,"charsFromByteBuffer",17|If,2,17,-9999,B1,"[B2][null]","[B3, B5, B4][null]"
47,"compress",37|If,2,37,-9999,B8,"[B9][null]","[B11][null]"
47,"compress",31|If,2,31,-9999,B6,"[B7][null]","[B8, B9, B11][null]"
47,"compress",26|If,2,26,-9999,B4,"[B5][null]","[B6, B7, B8, B9, B11][null]"
47,"compress",20|If,2,20,-9999,B2,"[B3][null]","[B4, B5, B6, B7, B8, B9, B11][null]"
47,"compress",13|If,2,13,-9999,B0,"[B1][null]","[B2, B3, B4, B5, B6, B7, B8, B9, B11][null]"
49,"regionMatches",74|If,2,74,-9999,B5,"[B6][null]","[x(70|LoopExit)][null]"
49,"regionMatches",63|If,2,63,-9999,B3,"[x(61|LoopExit)][null]","[B5, B6, B7][null]"
49,"regionMatches",25|If,2,25,-9999,B0,"[B1][null]","[B2, B3, B4, B5, B6, B7][null]"
